account_id,entity_id,account_number,program_id,available_balance,bank_code
b6df74fc-a874-4c45-8976-50980864ec12,3e796c07-860b-462b-b5d1-7a02249102e8,bhW72z3ogYTA7_2SUtDn6eip17TFw1q9gE_asmF3NSu2DQ0fR5ViuA==,46,-49025186.05,DBSS
c19d63ce-9e7e-4bc5-9257-285875735e05,c2624909-e597-4a6b-8004-f14f22836853,uwiGIraJBdjfKF4yyNqjdY_w3ZnD83gXHjlbMxK-kydH0PcfV8F1DQ==,0,93581960.83,UBIN
656646d4-ee62-4b40-8ba6-197006fc9390,0582242e-9622-4ec1-8ccc-215e37995013,6P2VbV1KJUmySzZareId4iSHnWZQVMyWA9-Z9udpabTkiEc0pAxkDA==,0,1593358.37,EQUA
7c7e55bd-d3c5-4a7a-8ec4-ba75eed6286c,ec1c69fd-e54a-4c29-a4ac-bb02c57dc7cf,DgQ6EvVozwrkL250ZOV1wOh30yW-kPRmIcqxLbsEcleBWo4uzMSqJQ==,99,961147686.00,IDFB
005d1f46-c4ab-4c17-99a5-eec1634e902e,d96ada25-ec37-469c-b6a0-32a17a9f0a0a,tVisY8DERN1aR5s6N5iroY5-NyHgTU1HO-QxONP67Xtgljxb58XtJg==,46,55685775.43,CNRB
6640d413-def4-4773-8276-bae98fb0cb14,7b4b8447-d3dd-43f8-9864-2dcac8ba1acd,zNqxuHvFzTOQSHGB0VyIS3vOwnH2Ixb2A1Qy2_rwcmgWg2hQQIE5aw==,46,79972550.01,IDIB
4759aa63-4b30-478e-ba2c-da3ade2a9ab1,53f0985c-97cd-4233-befd-76e393cc483e,Rwp_DZ6OSDC_8o9uGvaX-tVYf3ht7EymxqN6BT0waWBfKaXbXutahA==,21,-18573945.38,EQUA
d1287a09-a5e8-4fad-8134-6cf771f29ffb,11b99d11-7fdb-47f2-b58e-d03d1fb1e990,u33_li0937i0PVDi9MmtFVCRQThD8R6Xg3XvcEaIrQ9SQZg_ZD-_4A==,4,-25489625.94,CITI
44565e65-a575-4442-be92-5107effc1c78,096f2b65-50b0-4e55-8cc6-d19e41c2ac87,IpnJl8NzKyiNX0LHV3Tjlnxo6pIqMojWS6NZy1AZFooV46Ih8DQNUw==,0,-40071709.22,INDB
d8973ba3-2d4f-4be2-8879-6368d68e053c,fb6cd0f5-c70c-43d1-9144-5d546c71b4c3,jemNJq3R9U-rx3npFGo7YPfLGOUkLYtQRnfFEzuiI6XZS8mjGTObYw==,21,46427780.53,UNITY
00cb1b98-283a-4203-9e19-90c40e9874a6,9d889f50-74fe-4665-9069-9820fdcc4e66,TmfCnuAmkqK4fxLvtInNgeKaOjoN8uI7Mgi4A7SUJdHyZhelzkV4gA==,46,-10588758.72,MAHB
594b38ae-d8ef-430b-9727-2a1386fd7bc4,18faddbf-2f26-403e-898e-d2878f2e4129,ezV5sp0-9hcAQAwC2EebPVPrY5qFxJ0T7zKcyiP2tPakDekjhfMc-Q==,21,-29250238.27,SGBK
0eb12251-ea0a-404a-a60c-efa6f63a56cc,b09c6e41-06a0-4dcf-91eb-eb71b327f2f0,pSJIbYGgPsigshccq9ATSzonQJQysB5VMFBHRG6VHvQdlyOIYVW_ig==,4,-40470844.08,SGBK
2f7ce427-fd49-4817-9dbc-cb14a54032d4,46052e5e-1237-414b-9d37-c0820a349926,ECVnnWZVtFeu58DTtfaZz9LOq4MoNxXIfsBWStqMOPxSQlpV5mV3Dw==,0,62631669.94,IDIB
618d0c34-4fcc-46dc-9ddf-9b7bae661867,60e32ef5-c25a-4764-a8c4-9249edc5b90d,L918LoS5-LiBZRKLceGftEt050rhJvd_clqxWvd7xpcPl4J09kBsVQ==,99,93072389.13,UBIN
ee4132ab-e9eb-4cdc-853e-a86b05da8c41,9de0291f-f517-4d7d-81e2-d6526fb71fa7,wetagmS3bgXJHnWkTUbnbxpfJGPAkURQZTG3iIB-L87WdQobpbQHPA==,21,-5233281.28,IDFB
6b9c9e53-e0fc-49b7-ba24-7e22bcb947f0,584e8add-904d-4ad1-8914-ff0c2f6065a2,S5kA9j-QGs4uqwheUOLfPdBuWpUi_tT1F2-mGt4Ef2lYk9lKG2pxrg==,99,30906854.52,CITI
a1b0b7c1-3e64-419c-9fe0-595c75b7a0cb,754c8c4a-4ca1-4b76-a775-3951510477f3,6iZhcZ0C5O7xKbxthyYr7qfewaEnTLYeWhHvKxpS3qg6BztXgBkF8Q==,4,-33219841.20,BKID
97875fbb-5f48-46c0-ab03-7dc3514a5b85,deeb8444-2629-493d-9b31-2338f1283868,JIBHhuCvk9Bl7lWeDcrD5g7-0-ukcAxhL9j4lnvyKMbqCbVoWzqk3A==,4,92042416.79,SHGB
44eb41fc-9d4f-4b3d-88a0-59d6d70359ea,1d5dd82a-aa6b-4fd6-babd-2d88454d052d,hjiILfpCT6QrbnmeSbH5frN6JgnFrr4QJv5SCczgpaZ4YAgpkkK9nA==,99,-31135923.27,IPPB
95d48447-424e-4f9c-8d06-306fe9bc3feb,182831d1-3788-4b5b-8c57-f248dc83ef3f,XtQcGcp3lZI4gi4CBLvINyqkpLX3glXa88kyU8OXzwMwVwTW9k0rNA==,46,-18230269.18,INDB
afdb89a4-ff4e-4bd5-9c8f-d28f00a5c4c8,6ad555f6-51d0-4e1e-a7a1-8acf7bfaae2d,GBxPvYjmsbOaMtk02WRHqol8yRdW4eo3a439YrwNDO0f1xctlPlmkg==,21,47481708.65,MAHB
655d3304-7441-4cad-8363-e7eb27ff504f,c5694d11-3368-4273-b201-9e9aa3a91232,zVSqTLi44G7QDcoqxDFmHwIBBQhi-FCC721PN4HeOmuCmwBbsyNVkA==,4,0.00,JSFB
7786aa39-5e87-4597-96c0-b6d36f7a7cb4,948f1e75-f12e-4a5a-a817-25055b49c652,fB7SwVjb_JiYvAa8UEIihUZkS6CyYHi3264F3fSJOsO21yypukRPQg==,4,-15658732.43,BAND
e270827d-0829-4172-a3cb-2c102655f03d,11adce3e-bccb-4526-ba7e-eb7bc59d390f,fHFfBAZgoqEnM70EZEEn5yYrcOlgimNZBuYJ7n2stWbazhHarpfxUQ==,99,50346666.74,FINO
0cb91db1-c97f-4ef6-9a4f-a8d75c58452b,58acfeb4-5e2f-4543-9b26-3c7a6a25ecc4,5Zzlc3LSEDTj-HXdmDB7xA5rJDdZq2sCrGxIIbxPt-TiMcIBjW-5PQ==,4,67692913.64,NSPB
effee24b-5897-4b57-a01f-b4c26a5d2af8,c155d4da-92c6-4c48-a9f6-ff69d40c4654,2CTsWfodMlml-mY4umT7wq5N6zP_pk0W63ZetfcJqQecHK6A0pRj_A==,4,13536793.45,UTIB
0de0cbb8-896d-4723-bad7-77e79a59898e,c3802f26-f186-4599-970e-d80e9ee1a58b,ZEjctZK7KTizWHbuPZOP-i_hnAO06Ir_IopFnmvb3eisp4uqEXG4mw==,21,895390.81,EQUA
9bf86a97-8034-45d6-aa89-ca5980d3243a,b96b7d3b-3567-4b4f-a266-f9110352d07b,YonM5WDkxRcCHWxDEan6iBRtTwunxTm2BVDTGnBDe_2B4cC88X_3TQ==,4,13282245.98,KVBL
2cfcdd16-616f-4045-90b2-8d16b590fa8b,7203be0f-718b-4836-818f-2068bbfae067,zo6D6rYBH8PASSNMYak5-0wf3BKPZM0p2UxeofImCxjntjzC6sRLaA==,99,78395033.87,HDFC
2c4fc410-914c-4450-80b9-b1414026342e,faf38057-798f-46ad-8240-b7c8634b546b,wU_4PaTc_kAFjcy0PkFEONQMSBrSJzyAUIrdkDrVuRK0Goj54USdNA==,0,88955047.45,DCBL
1d7e9a6d-f743-42a7-a261-fd9788957b50,27bf325a-fc58-4519-99a2-c07ea713f08a,aum_ht4KaMikTFhJTZQ2mlb95IEg4JXJgGeIjVrnWAMQTv-QWxftEA==,4,10156043.88,FED
a7867f2d-c30f-4c4a-b7d6-3941424820fe,d043208f-0b8a-4655-b177-296829ac0160,JNjta84C17-Mx9M1nLTYpUQgAOvQ0iL9lJrug3JavoDxtkLZrbfCPg==,99,67610590.29,NSPB
5d53a6d0-036a-4504-99f3-344eb8d8e320,1f419310-908e-45ca-bb4e-8eecba34b02c,6RQCfA7fRi7e_RdPOACPHkMx_0LU1kmvGbSYKp19Q1vPCKa8KvKbIw==,99,-26780476.21,UTIB
fc299902-0c17-4bd3-9b59-26fde4c39e9e,60ab9862-4eae-41d1-b631-0c068324ebea,SOpma6QQ-LmknrYoE6IpbTxOzatbdG9NLqsT_fGYis4NZGieczsU1A==,4,-41425209.06,BAND
002aeb1d-8fc2-4199-85d4-8b1a53719d3f,ef00a888-2af3-49b1-8220-18d0023c7165,dVnLGXNY8zNKOhoqwrPRS5bhPuJewB_lu_l4XwVeds7YEjqJOMsdZA==,4,0.00,SGBK
d3fa80ea-a4d5-4056-b763-c0394fa742e7,474fabb7-c64d-49b1-8b2a-b306811942d3,B2K5BsQvDSRigWS6EHpPavana01lqdq11-s7wbG5HlNtHzx4yYO7mA==,99,10566332.70,CNRB
773249a7-f5ab-42cd-95fe-a7963e5838f1,9cd404cf-4d40-43b2-9477-640955b4b811,HiWUk6tfrCF2c75Lvt8MziQlgOuKQQA4LzHjafTQKKiIuFlwLOHxkQ==,46,37550843.39,BKID
156f839c-8b4a-4b8c-8885-5cb99bae59a8,cfb8dfdc-14eb-40cc-8278-0654c9b7a773,Tl3xLI_XtzKVfN6lJ2cscR-FtH6PN6MyBjJCuPWHMak5-X994VsXJQ==,4,-30368257.68,HDFC
85045ff5-753c-44d1-8753-b8893ac7be4b,1a82d926-d610-42d2-9588-97aabd34a4a3,Vej1-Z0pPTe37A_70S1mBI0nmWFC2euxe0uAKRBk1AFwOMFtZETiqA==,21,99768166.13,BAND
d0ba1ac0-c824-4310-a64e-5ee8dd7b5962,e5f2626f-8050-4ef4-bb37-f8c7977bdda4,Yof6NY0aDYsdH02YT2vh8UmjWh8GLMM7ICGUN1c63C1YxvO3BpphQA==,46,89988906.70,HSBC
fb6ec339-692c-4488-99be-63ca8d5fbae0,95b01259-0828-429e-88db-03d47d1f870d,XD0-ztbMU96l45vkg1Ens-upFxqJU-IEWOFGvdt1tVTmzbR94yt2cQ==,99,75061743.20,SCBL
39d86c53-6245-4401-9f36-642d7b94153b,544fbf4f-66fb-42de-ba57-9b5a31c53bad,pRtyRIHT2Hb5fwNrrZ2XlofZS5lT_-zNKfGnsglFj-3W3keU1uvGhQ==,4,-34462024.71,UNITY
1d2dc556-d927-4f51-8367-5a94fd6a1357,0abcd5f2-aa22-49b8-907c-44fc89c39987,5gjHpNCIn6bq3OBHEDowKK40ec15mduruTywRRzp_P2VZDLlS2mcmw==,46,-9147768.15,BAND
476a6376-17ce-4215-95cc-2af45b85df95,03389a04-6d69-4f65-b63a-3c685033dfb4,zPhqnUr97oB9Dn6waCu4EW2kCHfsieagQwWrriQxgv4bMDTi0gDEfg==,0,85800473.66,DBSS
6c8ad557-bc1b-4efb-9265-a9813d57bb69,57d35244-5117-4723-b375-a0fcd67237a5,3lXtylyKM_dDdSaVGgeUmPyXj91pei20ItUVdNgTvv35kecegTNOQA==,0,-333255086.35,UJVN
0b18321f-431a-42e1-8330-7acae6f3457e,f6182736-d22e-4433-ba41-126d615b4142,PkbRO_b8n035oLxRAGzSWjJVBMjx9a_Es3Uvc1-1ae9sOFvkCl_BKQ==,99,34136029.72,SBIN
4b48f712-a4c9-4212-84f0-58f519429751,0b6d364d-13ff-4995-9ce1-62801c9f63df,pUTPkZ72ITTYiYK7ZQ3FGLihnS02r2QZ44JNHgSdC14huuvRumRIAg==,4,37376434.97,SCBL
d62d196f-7853-4921-8324-439abae7aedc,8a0bd167-a0b9-4307-937a-38aee380b3b3,i-b-5KEnZ_D9y-_nW2r1I4vSOpLRM7vKkQ0ht-XW9gMIR6CwJ4RiiA==,21,89963201.58,SGBK
35f9eea7-d0be-4343-9a0a-47716dbbf1f4,e55c2aa1-90cb-493d-8a0d-e8a3b923e978,Cp35_ho2hPURBBOgEh8ujL--GIi1Q_rxSqnD8Z7ChvUjx5ea6jerxw==,21,-34580956.75,PSIB
5ff8b329-a44d-410a-a109-ada56ce60a24,4eb68567-e2b3-4e04-9cc7-5dfc2633efdf,n8KuiGVg8lSVp7qsp0ll9vjbixz5ujRZqDwcyZJSE4mfg_gRkbYg3g==,21,-46282045.72,UTKS
b4af8821-eac0-4a39-a58a-3e4e3767663e,e9280cd2-cbdb-4e43-b442-f0cb99cf6ab3,C06WjNsYbBIeuTAtNM1m9sXfIl0Sw-NzPND5VWP0zeYlJuYZwToRTA==,0,936083391.44,YESB
26371c20-1114-4ee9-b404-319a518b345d,3385c452-b844-46b4-85a0-c2198375e4e7,YR67QIejyQmg2KGS0cY6JVv3x6uZN0vwCEtq2UXoHpx5pfq_aKL0CA==,21,69301824.87,INDB
a614e19c-a09a-4a2e-8804-235811ea21e1,770ef6f7-b1e8-451b-88b8-22f100f733f2,32uXDpGGK0uDyUTFb2nHVdeWnODhgunNjJAD7kjVmOllU4twVN6ryw==,99,79652941.30,DEUT
e4e4fcbc-883d-4838-8609-10e849ba2aee,fd972498-a1e3-483b-a89c-1f703f12d6e1,dR9Re-pYHzL7xC25zbtkRfekunM22evlWd48oAOLeVIIjaNnjaeR4g==,4,-32698737.22,IPPB
883459fa-cd14-4c7c-83ae-4c3f04470e4f,7e47fa10-1bf4-46c1-a70e-7460d65680dc,dYaijGvmAo0e7cjiY5VLrGfGySIDZYpdpNftwtSIK2b6iU2s67dqKA==,99,59281759.10,IOBA
1969d0f6-5ca4-4be5-a457-6ae63c3629b6,03dc4613-5363-4117-b7fa-09a095eec779,RH0EIQw68mAGQXL-kM8qYBWq_eR7mbkYQCZL-jti2vetHYDQ6LF8Sg==,0,56317792.58,KKBK
5589d128-1b44-49fa-9f18-53265d69cf7b,a2c586be-8d13-4d39-a853-df3f79a78769,ISIITFSdUKZcrETX5ORJu7iMXcki0m1vY6tMhqbKsPc3FxucGGkMTA==,46,88115628.43,BAND
50b3c007-fbff-4557-a98c-0428a6b2b3af,8ee6e09a-4737-46c3-8b6c-23573a1270d2,JtkBqRPEB4LmP6VUXWLSiic2ahGve35Vs2pr0x1Y8XiLN6AE-bRMgw==,99,11258936.29,TMBL
0db8dc63-c1f2-4035-b166-5d8d1c49676f,a9b4031f-d43b-4e7c-bf01-fd5042ed4405,hodBW3qaZN15xZ3YNHWS7YE4a9hwDlM70pwFxiYhZDKFJwJ09kjHAg==,99,49739415.13,FINO
941bff1d-28ae-4cba-b459-e107d1366004,fac6ebb3-62cb-41fb-8cc1-ad6812d6216a,kIVKiinj4FOUejGbJ8-R3e4FVqcRc3zg9NDTR4N3vvYHFpThv0B27g==,21,32190581.97,KARB
49c8a5c4-3de0-4e14-9c03-9399e9360178,44cd1cea-f835-4a58-9617-01e8880f3308,u8pGzYLwuQCwLQDa8NMbRWrIA_YAtgXmtmP9yQJl9so19-dCXf5evg==,0,40999235.57,SGBK
ce7d3cd8-5da9-4199-8839-0d62311f2e05,ab4ba726-88bd-4352-9d51-125c29080bee,MbTM42xk_6ovVLfQFzg64OkX7WABY4xmAkG3m-ZftzWci0DWkKOZgw==,46,20977927.89,BAND
9743e395-8814-4a7e-b6a3-d9f13fe4ee3a,bfd4cb07-b254-4990-8223-7cbc319ffcd5,lCmS54S2blVpAquxFPT1Eb_K2uk5JUKuZXb1CJz32w4HAtw3HDUS3A==,46,42889120.80,MAHB
12defc40-9bb5-4331-94ac-2f8c531adacb,c885a4f0-0019-4c95-899f-8ef9716085a2,sUEyHkSKjyS8WmI4-x-RoBjsa4I5L8ZxiC9ynHPnXhKu8cG7kbu64A==,0,-27896905.66,JIOB
e7556ec5-0841-4a16-b6c4-281f9f854d7e,84c998e7-8a2a-499b-9d7c-7556dbc4b915,z6pB5X8rWc6uC_RqF3Wmlpr20MBbLGUQXBr33PALukHrQjReCruLGA==,21,57751887.32,RATN
62154699-020f-4810-b25b-46a0786dda44,8d019d5f-ba10-4bc2-9a1a-ba59e9e2510c,jMHr6RN1I60-acsbKH5tpWN0L6eStxyYwFXHrzOwfMyfYaxwG59UNg==,21,-49168277.28,PSIB
f531ba7e-ff47-4fe8-bb97-cca436da64f7,3ba23e75-afce-4faa-95d1-d952e3a42b9e,lFsOOPkkCUEZZ6xhKNggBf5RzveBorSoj_gDOCpEStkfWTA_1Icljw==,21,54386766.46,AUBL
dd681b06-9299-4136-94c4-156ad581ab93,8cfd789b-6480-4e7e-b3f2-89b00a715a4e,YKgl2ZhVE3eweW3DUkXTN6b5te0AzZh0BGHt5ioa_9iDg9zXNygsGA==,0,70212490.26,AIRP
07826eab-e9e2-4eb2-8c71-3e0e6754cdc4,031a73fa-cd7d-4e19-9641-c75ad89a0c5c,kAHeKQFo1cqggZcaKNNz_WOKX0QbnSrI5b6aDXayZS_BblSkccm7cw==,21,83803044.45,UNITY
3f6e55ac-198c-41c5-bc2a-f812d9a2188e,2bcbca61-d2be-4471-a24a-1ca1a810ef16,-_QFrIZTRa_280BqpHvRa7E368D2Pu0x1HhkT-76q7Gwl9NHz8SBXw==,0,17510463.59,KKBK
07f809a0-3775-43ee-b51a-196a814cc9c4,872caa5a-2a73-4e93-b6dc-1dbf68efb009,PNG8ve20nnun8C2-6Rm0ngPk_Ssj4zrGirbgKB2OB5_lRS8oxuHSVA==,21,-14825963.30,RATN
595661e2-7685-4e5c-a8e5-c0671593ee30,01e8c5b1-9ecd-44ac-a729-cf043cf714ea,9Z5H4ypqaDY_Z9FZnGk3aAwwdp7oGz5C6jdW0eEDhmm_Z2olr-5tFQ==,0,54092471.84,DEUT
13351a20-2cac-4cca-8239-0b23a6d47a37,bce6b18a-7e93-47cb-856e-1e3d1e98a05f,C65NCi6DgG-kR6FQdVG1pa02YGUDg5jGJMXDlfq001WtzUPpzWNhrg==,0,12366135.12,NESF
ad1d8bfa-cd17-44a5-8694-a28f64a02200,93a0913c-7798-40c0-b758-3d1eaf98bfc4,-7RneQ9iqiJyoU5WfJ6C3m-BaojLctNW4Eixj_RXA6nWkeo8HswLZQ==,4,54328447.97,YESB
57f0fda8-5863-4561-8bfd-217596b6e47b,9b317424-64d3-4eba-a693-32b46c07d95a,WUybDyJn9CVOtEpMMVsWNmHPOza5uTwwne_esfOcay1AJ0ObSfjicQ==,0,8497997.21,MAHB
33ea712c-262b-445c-8991-f50724a2cf5d,fed2cff5-e24b-435b-80b6-71ba54fe6f5e,McSE5gXkIIHROeVOEcyIbZC0ZHCk2XusglT9jYiTeJ5GFVQPpRgY6g==,0,22846299.07,TMBL
83d155bc-1046-458f-99a6-c4b5c3e273c3,7c9c572c-47f0-48a4-b38a-60c9129d650d,wpevATZLBRIdo8n4Hhk8WYNiw_s_5nf6_JaZP8OnOsDf0R8Q3Xrkkg==,21,-22740646.02,CSBK
aa2986b8-edba-4aaf-9d34-8d8b5fc5b804,f81c6962-0961-4c21-aa5e-9b9bf24ca125,vKfIb3cTeb2snkDrbOTLIW2rMeixRC9koG4AxN-9RPRmoERmxpOR_g==,4,64184456.18,DCBL
3090ed5f-7e76-4765-b062-322f662a43b4,1c25347b-caaf-4b06-8b38-6d171eadc8d1,jS9SqPYpTcA9Vv_RX-F-nBZIDJp3ue1ZDC3k3jFddRwTnZEwjr-d5g==,4,-230344417.94,AIRP
af85ae16-51dc-43f5-b5ab-22586f2fb6c8,4e0b8a83-ef48-40d5-b50c-d37ebe4129be,muZMNP3NGoZQB2QmdxNvg9hZd8EGz9qa8M30pVWCAEc3OQuZ58BXqQ==,46,-31066853.77,NESF
73daca64-9dd0-4196-83f3-a297bd171320,e6bd556a-8941-4c54-af68-7a6ea55ea98f,4EnUwYJK7kjPtNDtMnziBpmRYn3XXW1eXZD5pAGyy9AmXm0-Mqx4Cg==,99,40883903.88,ICIC
aec4b56f-191d-4efd-8bd7-39fbb9bf1703,04107522-26d4-4cb3-827d-5e5756fe2a47,RGSzWC2tA4p5DfLOjTXV_yPoNj72QsTcWDlZxvqviojxWfgIzs_GPg==,4,36369509.26,PAYTM
c9879e17-7479-459c-91cd-11ac31826946,2b2c1cbf-a21f-4ff3-8998-7556c0c608db,vBPKdxe6zVFuAJH6x2lSvNFs3NDjTc1TS-H2C1UkCFexI-fF8aOOxA==,99,44086359.34,SBIN
964ace54-cf04-4e8c-9942-452edb48b697,1784efe0-ce48-40db-9275-9fa36b716168,tIAr2bZVhk5fedxjVysxI71Z9SUJxs0oc6ccxG06xk0plkND5NGPEw==,46,14256701.99,HDFC
fcf52287-51fd-4e56-86ad-ff718053f232,4182d2e6-a6c4-4ea3-bb6c-e781c0ac0bcb,2SZlcP7O9j6Y9pcyuXpn9r3AspxDIjIdobwRxe2RN-OVxY_WjD9nSw==,21,73349637.71,CLBL
90aaf5ae-8d66-4764-9e87-3d9f31b593de,028d9f42-299e-4586-9f5c-1b33e36e477c,wSxmBgShbwJJzB0nt_sFjXho9PDlpCrBIOnOUgJ8rtH4mlR-8WkSdg==,0,47568612.10,CLBL
db22e041-7344-4c83-9b44-77eb39d7b7b9,382ffc9a-9244-4102-98de-9df94a990ece,N4G5x3mY0EwYBfO1MAyz-NmNqRKyEn4-EK9ekgcVOVuaJa_A0ij0eg==,0,-1654312.55,BKID
eee33025-e677-433a-9cab-7f4d08a26de5,aa65f946-04d4-4f4d-aa26-9c6145a4856e,ugcCE0oOw7_Yy8FYX8mV-DVmwUjkTIHpHO8uTrB1sbM6Honj8PPIRw==,0,35477446.70,CITI
e9669a09-c805-426b-85b2-6e159b0b101c,dab1fb3f-abf1-448b-825e-eb11ce69ba5f,N3WnsLF8WpEe5SnvBNjmw05ky55q4zl2AM2f_-HlFKJPZ81ggRCGTw==,99,-18182022.47,UTKS
74c99e93-b506-4a57-a084-4a8da7071f8f,e6bdbf36-1d04-4203-af37-3801099775d0,NQ7QnOwTNkk21aurfBUE5WOqSw3V6Gn5VXOatI9OkdpP19cp6Zf7Ow==,4,33368654.19,BKID
40341748-e78b-4801-87f8-d7127554c73c,4446438a-5b5d-4399-97cb-c5c84f575a9e,E7aYuLyW6KHpcKVRe1wMGRYvtfco8M1112eUubXD76n-BkXdVXCI6Q==,0,23286677.03,KVBL
32be2839-54db-4aac-b13d-9eec3708f843,a9158a1e-47b7-47b2-823f-29717c33dccb,53PfmLy5FuUF0qVbatIqriI55EF7slPwCMT2IZGHQ0LbWMJI1KaZIQ==,99,-36041997.42,IDFB
02eeaa08-e48f-4cb7-be75-ca3708356be8,7c6f7b98-bda8-45db-8e8a-942233f0e6b6,_pr5G0-cf6VAyfjnYKuyDpybbKiG-IEDljhVXMfTN34Je_kb9rp8RA==,46,29638289.67,UTKS
9b877766-6cf3-4bd7-ad16-e67d043d7350,ea165ffe-47c0-4ac9-bc55-e173ca24b088,md6FN34TW-D-WosPDG-htgYfvLV5lX6jz-YOL5sYQiCkjMm4W8SwYg==,4,-4006551.30,UNITY
7e000116-4ede-4e09-a4ca-7cb2f8cd424c,e0e3b029-0c9c-4b59-bbbf-bdc81af97c30,Jd6fW9O6UN2enlH8fFIEQ0-s2ldfuqU1wtoz2BbP2G2yAwSHmRUiOQ==,0,64328441.42,DBSS
f623f8c6-462f-4aa3-87de-3b8c0a0d6c9d,d5599f4f-e772-495e-b24c-41ad8e572f6d,eY5i6ebOeXSsAuqCifcs3V-wZcSEm1mW1snbXTpKSUICN3bGHd4Aeg==,4,96491053.43,IOBA
c14772e2-7e44-473a-8d75-c9f35d29f3f5,3d250a6d-bcf7-48e8-bec4-ecf1fc9f9706,LGgbwHxjqsMvrsAVwDTp99_UG-4DsU5UB8YxR9olcWrYHhj7GDgC6Q==,99,4132160.37,TMBL
97ea3c2e-244d-43d2-910a-e1f96cca1979,76348d14-779f-44e8-8419-214a949a668e,3IA8O-47I7z560k30FsYytDBN11XwwMQbndYNPtTJtZO_-h1YLe61A==,0,96144239.67,UBIN
c046f591-c305-476b-acc3-e6baba35a41b,5571b964-6d5a-4b7d-bda7-804eeac159ff,WGjJK7vw8DMJQLniBIv0ZLeyvP1VKGR3any3kUjSndOTxbMeXRgG4g==,46,36109632.94,PSIB
9cee70e6-52c3-45a5-8ee9-f2f082db5368,e4a81a93-2cf2-4ea9-a744-40963286c610,DRz2N79aKTTgJ2MXhz_6-QCDktTkqvCJWjU-Cysz5_koL6Vhg_lZ6Q==,0,-12128241.43,KKBK
